sleep_hours,phone_usage_hours,study_hours_per_day,productivity_score
3.76,8.22,8.22,48.85
4.61,8.76,8.56,61.37
6.95,2.21,8.42,66.69
6.56,7.47,6.24,63.62
9.0,6.05,9.94,72.56
4.05,11.28,2.22,27.81
5.59,8.15,2.16,29.8
9.47,6.48,0.81,39.66
8.57,3.76,9.9,75.43
7.18,5.81,3.81,55.68
8.38,3.34,7.74,66.7
6.14,8.3,1.07,32.69
9.37,7.33,3.34,29.29
7.2,3.91,6.43,67.26
7.87,0.64,5.49,65.75
7.56,11.8,2.47,40.1
7.71,1.11,4.89,75.14
7.49,6.79,1.53,46.75
3.52,10.3,5.66,36.71
7.23,7.64,1.42,34.28
8.48,7.25,6.54,66.83
3.0,8.72,1.98,26.22
9.24,4.04,5.7,69.82
9.67,4.98,1.73,46.34
3.9,1.47,4.31,44.86
6.75,0.55,3.84,58.45
3.77,3.54,7.69,53.89
4.98,9.86,6.59,39.06
7.35,7.53,9.4,79.31
5.12,2.1,9.26,72.95
5.56,5.4,7.39,56.8
8.22,0.72,7.82,73.61
7.02,9.73,6.44,52.42
6.63,5.8,7.07,65.15
5.27,3.68,6.36,62.71
7.93,9.33,3.46,39.39
5.97,11.66,3.83,31.4
9.29,5.14,5.96,52.5
7.21,9.3,7.34,50.62
6.77,4.19,4.36,53.88
8.62,9.22,1.86,48.81
6.4,11.6,4.86,28.01
4.96,7.98,9.65,71.92
4.09,3.25,2.53,21.86
6.93,8.44,6.67,46.2
5.97,10.21,9.83,50.89
5.78,5.14,4.07,47.48
5.45,7.65,8.93,58.86
7.7,3.4,8.71,61.99
6.63,5.73,3.72,51.2
6.76,2.41,1.44,43.09
5.16,10.11,2.2,31.13
7.3,1.61,3.97,66.41
5.82,1.14,9.61,61.9
8.39,6.65,3.11,35.91
6.71,7.2,9.31,67.82
5.03,11.06,2.22,15.15
4.03,2.84,9.71,64.87
7.9,9.45,3.29,44.01
5.6,7.91,6.51,49.31
3.46,9.03,1.16,15.79
9.4,2.31,3.35,51.19
5.71,5.63,2.5,34.87
8.22,4.59,0.53,44.75
6.21,8.54,1.99,32.16
9.24,7.33,6.13,61.67
3.2,11.63,4.2,40.92
4.82,2.1,7.36,68.22
6.82,5.95,6.88,48.28
5.26,8.48,8.09,59.57
8.2,4.74,8.74,70.44
7.82,11.12,8.29,53.09
3.18,10.3,4.76,23.29
7.2,10.54,3.43,37.64
8.85,7.5,5.27,51.95
5.21,5.92,5.58,51.76
3.98,4.73,3.48,25.36
8.17,1.88,5.63,55.1
9.3,11.4,1.5,46.49
7.6,3.53,2.69,38.12
8.92,9.72,7.59,59.19
9.99,0.64,2.24,49.06
6.5,4.89,1.82,39.83
9.55,7.07,3.23,57.19
5.41,4.12,4.02,33.54
8.22,2.73,3.62,56.04
9.31,1.32,4.06,46.5
6.65,11.87,1.83,18.81
7.39,10.69,2.07,35.03
9.79,4.09,2.74,41.75
4.76,0.68,4.32,53.33
5.49,6.72,3.69,35.28
8.41,4.2,8.02,74.98
5.39,1.83,5.49,50.18
6.51,9.59,5.97,35.52
3.35,4.39,5.83,50.57
6.96,11.69,4.29,37.91
7.39,8.62,9.81,71.75
3.58,10.16,0.85,7.98
4.71,7.65,2.55,36.51
6.03,6.96,3.2,38.13
8.47,5.42,8.87,73.66
3.15,1.46,9.23,67.06
5.32,8.98,8.54,73.39
3.03,4.41,4.46,35.8
6.65,2.76,9.19,60.06
6.49,1.82,1.44,48.44
8.29,1.4,6.7,76.86
3.03,5.97,9.4,42.94
8.31,10.13,7.67,63.24
9.24,1.98,3.14,58.24
5.22,6.42,7.32,62.52
5.34,4.86,3.3,51.14
3.01,6.71,1.56,5.64
6.0,1.17,7.31,65.88
7.29,6.65,2.2,41.44
3.86,6.82,1.56,25.36
7.6,10.51,5.74,38.59
5.56,2.79,6.4,47.56
7.71,9.87,0.99,22.94
4.76,9.14,0.54,12.19
8.42,11.02,8.88,76.78
6.84,11.0,1.59,30.7
6.73,9.31,6.05,48.72
6.42,11.14,9.56,71.48
8.89,3.48,5.36,47.48
6.88,2.29,1.83,42.91
4.12,3.72,4.24,37.29
7.38,10.16,6.43,42.07
6.6,4.11,7.75,66.09
3.48,9.91,6.27,31.83
7.07,4.78,0.83,42.58
3.56,9.69,1.86,22.58
8.07,10.24,4.03,41.43
7.58,8.3,7.2,54.39
6.45,11.77,6.05,47.85
8.24,8.9,0.92,44.0
4.97,3.32,8.07,56.77
6.12,11.82,6.25,48.65
3.11,8.36,8.93,46.16
9.92,5.51,4.47,65.2
3.39,6.16,5.16,50.83
3.73,9.31,4.35,36.5
6.46,9.16,7.36,57.6
5.63,10.17,7.65,41.67
6.73,3.27,7.37,77.82
8.85,11.4,3.27,49.34
4.11,3.51,6.54,65.09
7.48,6.03,3.72,42.23
3.13,2.93,8.42,48.77
8.53,5.49,1.02,25.41
8.71,7.97,0.86,35.69
5.66,6.16,1.47,31.1
4.21,3.36,2.42,36.33
8.68,4.95,0.86,42.94
9.36,7.34,1.18,51.77
3.53,10.82,3.41,41.21
7.06,5.37,1.45,44.03
9.57,7.11,8.12,76.96
7.51,10.97,1.01,24.15
8.74,10.17,9.13,62.91
4.61,2.63,8.77,67.9
3.72,4.66,2.48,48.22
5.63,9.57,1.18,19.06
5.77,8.91,1.5,32.53
8.5,9.32,5.81,58.28
5.84,2.33,6.21,57.94
4.66,5.79,3.5,33.32
9.2,8.49,3.32,32.19
8.48,5.17,5.55,47.19
7.67,6.99,3.4,55.35
4.45,9.24,9.38,62.37
4.43,6.29,4.14,47.42
6.44,7.52,2.59,40.95
6.72,4.45,1.89,42.17
4.79,4.7,6.5,67.55
3.86,2.66,3.6,40.71
5.54,11.91,2.29,25.78
6.0,7.48,3.12,25.94
3.37,2.74,3.42,37.57
6.95,2.39,6.45,69.12
3.01,3.13,2.16,42.21
4.06,8.75,7.46,44.08
4.03,6.24,3.4,39.55
7.81,6.66,5.14,54.62
6.4,8.5,6.72,47.75
8.85,8.88,5.66,44.76
4.85,9.09,6.79,45.35
4.47,1.42,3.56,43.9
8.62,10.07,9.65,70.42
6.11,2.51,4.86,56.37
4.92,7.8,3.56,41.9
5.93,3.09,3.32,40.73
5.98,10.0,0.91,38.59
7.0,9.3,7.01,44.73
3.26,2.52,2.99,44.39
4.74,6.83,9.61,58.06
6.27,8.8,2.5,29.8
6.8,2.45,5.53,48.5
4.11,2.18,7.49,66.68
4.36,4.82,8.77,51.61
8.09,11.06,1.99,31.25
8.5,1.28,9.86,98.55
3.53,4.63,9.11,72.56
9.93,9.77,9.65,66.59
6.03,4.46,8.6,65.24
7.1,1.13,8.84,61.57
7.16,7.77,6.19,58.09
5.42,11.52,8.53,49.23
6.81,7.17,5.57,56.52
7.08,9.87,5.61,44.25
8.33,0.66,5.84,70.58
7.63,8.1,9.97,76.7
6.13,2.24,1.49,40.52
4.34,8.53,8.15,67.64
3.18,7.06,3.1,25.73
7.56,3.05,3.93,48.87
6.34,7.23,1.27,35.71
9.76,8.28,3.84,45.16
3.69,10.87,9.91,51.8
3.51,10.72,4.27,30.62
4.27,11.27,6.86,48.89
5.64,10.17,1.65,13.22
4.23,6.72,9.26,62.65
6.25,10.27,8.36,56.24
5.38,8.81,4.17,44.87
10.0,8.99,3.81,59.87
9.77,2.28,4.61,61.01
5.55,2.57,4.31,38.7
8.54,2.57,2.95,53.97
4.69,2.91,9.91,80.26
3.4,5.31,8.2,56.3
3.28,4.13,3.05,44.42
3.2,1.06,9.83,80.15
8.15,8.83,0.65,27.63
5.4,5.14,4.66,36.99
8.77,1.4,5.91,76.52
9.12,9.57,0.86,43.63
5.14,0.72,2.03,38.48
5.02,6.94,2.95,35.74
5.16,9.21,7.34,48.34
6.33,4.78,9.43,60.03
3.11,7.1,6.43,34.88
3.08,1.08,5.85,50.36
8.15,3.23,5.6,55.88
8.66,8.13,3.83,47.19
4.43,9.59,8.36,55.55
7.16,1.81,5.64,56.39
4.51,11.61,2.69,27.54
8.14,5.04,1.8,41.13
5.94,11.13,9.86,60.58
8.76,6.71,0.67,37.93
9.64,7.91,9.37,71.31
6.89,2.52,2.57,54.21
9.3,10.67,6.75,57.01
3.24,1.51,3.36,23.26
6.24,11.86,8.67,53.08
6.52,5.01,5.66,63.36
5.91,2.39,1.84,43.39
5.2,7.47,3.06,45.29
8.06,10.46,3.54,33.92
6.87,5.07,8.92,62.82
3.58,0.6,7.78,70.03
9.65,10.53,8.38,64.97
9.21,7.19,1.0,30.52
5.47,1.57,6.0,57.48
4.72,10.92,9.99,67.86
7.4,9.39,7.96,50.19
3.3,6.63,1.65,23.35
6.47,5.64,6.95,64.54
7.71,8.62,7.58,54.24
5.85,4.66,5.39,60.4
9.81,8.03,1.25,38.62
8.03,2.24,0.83,34.28
9.54,2.14,9.41,67.53
9.36,4.08,2.95,39.24
3.92,10.69,4.1,27.83
7.68,10.28,8.06,58.76
7.18,6.16,7.05,49.63
3.38,7.23,9.7,50.05
5.23,7.72,1.38,33.49
6.74,4.79,7.22,61.6
6.84,8.57,1.28,29.25
8.7,7.49,0.5,42.42
7.11,4.58,1.64,47.83
6.27,3.76,6.36,55.74
8.26,11.78,6.92,50.19
7.0,3.77,4.66,45.04
9.19,2.5,0.94,45.68
9.34,10.1,6.52,68.18
7.23,9.82,1.32,27.8
6.95,3.25,1.85,49.96
7.91,10.26,5.37,58.57
8.08,10.98,3.73,32.03
8.09,4.32,4.92,39.0
7.34,4.28,6.53,48.57
8.34,2.01,2.02,40.22
4.01,7.52,8.98,53.92
8.75,8.48,5.82,48.19
5.17,1.34,0.71,26.72
9.2,2.9,6.47,62.44
3.92,3.61,4.9,46.06
3.03,5.63,7.17,55.26
3.11,9.97,7.95,36.94
4.47,3.08,9.42,69.16
3.8,9.79,9.98,56.42
6.88,10.73,5.72,51.46
6.14,2.81,5.83,60.12
7.24,11.92,0.71,25.62
4.35,6.44,8.72,73.71
8.28,6.85,0.77,32.17
7.27,7.58,6.51,52.63
4.55,9.73,1.44,27.17
5.79,8.01,3.22,47.75
8.03,8.95,1.83,42.0
7.76,5.56,1.81,35.76
6.94,7.28,1.21,42.5
9.85,3.34,3.52,66.01
3.92,4.68,4.52,50.0
6.42,7.76,4.91,48.02
7.37,0.97,4.68,55.83
9.96,7.15,5.48,68.22
6.8,6.83,8.67,49.23
6.1,2.65,6.5,65.64
9.46,11.24,0.66,28.24
6.54,1.46,2.14,49.92
9.57,1.09,3.82,48.08
8.25,10.4,9.52,73.74
4.18,10.16,1.24,12.85
4.17,5.06,7.25,63.15
5.23,11.72,0.81,15.75
3.47,11.72,3.94,34.98
6.8,1.94,7.82,85.79
9.02,6.01,3.77,58.06
5.8,1.11,4.59,42.58
7.54,4.61,9.1,84.14
9.87,1.32,1.13,46.57
4.36,2.35,5.51,52.41
5.51,10.77,3.98,30.41
3.17,10.21,9.66,62.05
4.62,10.37,8.04,40.49
8.46,0.88,1.66,59.66
7.6,7.05,9.31,54.54
8.49,9.4,2.51,40.53
5.98,8.45,1.31,29.71
8.15,6.26,5.65,40.99
7.2,1.9,7.5,66.71
5.3,9.4,7.3,61.38
5.89,10.73,5.57,32.09
6.79,3.59,5.18,53.95
9.7,6.71,9.71,79.01
9.52,6.14,8.3,81.87
9.91,8.93,7.14,62.45
3.11,11.15,2.35,28.61
8.02,5.71,8.29,69.35
9.26,5.82,7.62,64.84
8.17,3.1,9.92,78.04
5.91,2.56,1.76,35.91
8.07,0.94,7.3,76.37
6.11,9.9,9.8,51.59
8.0,5.13,4.89,62.47
8.46,1.34,7.47,69.6
8.9,6.84,9.77,69.62
8.1,4.36,5.7,63.51
4.12,11.67,7.14,57.76
9.55,5.65,0.69,33.69
4.49,1.68,5.44,57.81
5.5,7.84,2.93,28.69
6.0,9.62,1.75,31.1
7.99,7.19,7.23,68.74
7.91,9.41,0.87,26.86
9.73,3.95,9.1,68.49
4.32,6.61,5.42,49.26
6.16,10.01,6.66,50.4
4.43,1.36,2.91,51.84
7.71,3.48,2.23,41.93
4.49,7.71,2.82,22.57
9.08,6.32,2.71,54.1
9.88,9.35,8.71,71.43
5.22,2.55,7.98,59.6
8.18,10.24,8.6,57.94
6.73,7.61,7.48,50.97
5.51,2.84,6.61,53.12
4.34,1.15,5.51,58.39
8.03,11.79,3.02,39.97
4.11,5.61,7.2,56.55
4.96,3.58,1.8,34.25
9.44,2.57,5.36,52.41
6.56,3.31,2.36,26.32
8.98,6.13,5.3,66.21
8.37,10.31,3.29,39.84
5.63,2.9,1.01,22.61
4.53,4.73,5.29,46.13
3.7,9.67,2.23,20.16
9.72,8.14,2.03,32.52
5.27,0.83,4.15,52.35
7.71,3.38,3.94,44.93
8.11,1.97,8.74,66.87
4.38,0.97,5.86,56.0
7.86,11.39,8.62,46.73
3.07,7.64,1.89,17.46
5.93,6.73,3.89,54.23
5.45,10.39,5.78,31.01
9.53,7.3,1.95,38.25
9.9,7.14,1.72,38.57
5.02,2.82,6.78,63.88
7.27,7.63,6.71,67.52
8.22,8.18,2.72,54.77
4.34,10.64,2.66,18.32
7.81,5.39,7.58,70.45
4.8,2.85,1.61,28.35
4.18,7.05,9.27,47.84
8.95,11.68,9.47,79.01
6.52,1.37,8.77,77.63
5.08,0.54,2.5,49.12
5.83,0.91,0.66,37.01
5.89,10.06,9.4,69.53
8.39,0.51,3.77,62.07
9.21,3.05,3.45,51.56
6.33,11.79,2.99,26.78
5.26,9.08,2.82,29.14
8.09,3.02,7.48,77.98
9.34,3.05,9.12,75.57
3.8,5.77,7.97,58.15
8.58,1.37,6.9,64.0
6.9,8.01,3.23,42.46
9.07,6.21,5.7,60.91
6.6,5.32,2.75,57.47
9.04,6.14,1.56,45.28
6.88,3.63,1.64,36.17
4.01,2.96,6.24,54.18
3.03,1.29,0.87,20.42
7.34,7.69,9.75,80.9
7.14,6.18,9.96,74.68
4.47,8.68,1.92,41.33
8.95,10.79,4.56,58.55
9.07,11.92,7.8,63.7
8.63,3.12,9.57,79.47
9.56,2.43,8.97,76.69
6.55,10.99,2.92,40.2
7.92,5.12,1.31,56.75
9.33,9.74,3.24,53.95
6.19,2.06,4.65,46.07
7.33,3.89,3.92,44.99
6.59,0.63,7.85,73.73
9.88,11.88,2.95,43.36
6.06,0.56,8.66,73.18
5.22,2.47,2.64,34.82
7.41,6.91,3.93,52.6
4.96,10.28,4.75,24.99
9.0,9.63,3.27,55.13
9.25,3.41,7.78,70.05
5.42,10.62,4.39,29.53
5.51,1.3,8.93,69.37
3.61,4.32,9.65,69.81
4.79,3.52,8.67,52.98
3.48,8.04,5.46,42.15
8.3,0.94,5.34,60.78
4.26,10.33,2.55,21.38
3.55,11.56,6.13,30.11
4.15,3.22,9.55,75.22
5.64,10.87,1.27,29.66
5.96,10.92,7.65,51.03
9.29,7.7,8.76,66.27
4.96,6.33,9.87,63.96
8.02,9.41,3.68,44.25
9.26,6.46,3.88,58.7
9.0,9.06,2.68,35.57
4.39,1.57,8.0,61.95
4.96,3.78,1.83,46.84
3.38,5.03,3.04,37.45
6.38,2.86,3.3,53.98
5.84,3.15,4.06,53.93
6.82,9.26,4.51,49.54
6.21,2.5,5.81,66.78
8.15,1.79,9.51,77.88
7.69,3.72,2.85,52.42
6.0,2.34,7.9,52.22
3.26,2.84,6.93,58.55
5.41,9.5,1.6,29.86
5.27,5.57,8.2,42.92
3.63,5.49,1.36,19.06
5.13,6.54,7.52,59.01
9.91,1.52,7.3,83.73
8.75,11.85,7.05,58.68
8.61,10.24,3.13,38.11
8.9,3.87,5.95,51.27
9.06,1.15,7.73,73.67
5.28,7.6,6.56,54.89
5.26,7.31,8.14,49.45
5.36,4.06,7.03,66.75
8.73,4.42,3.11,41.82
8.58,6.55,1.95,44.14
3.12,10.61,6.5,32.99
9.64,1.76,7.72,88.98
5.0,6.36,1.85,21.46
7.38,5.53,2.16,49.39
7.48,5.86,0.61,30.31
3.79,10.96,5.55,31.16
7.87,6.76,5.65,47.94
6.74,8.49,5.25,50.59
7.28,11.0,3.5,30.13
6.13,3.98,4.56,38.02
8.63,4.63,7.78,63.03
7.45,3.11,2.23,48.04
4.35,8.0,2.41,26.43
8.27,3.42,6.84,63.57
6.52,3.2,8.74,68.05
3.26,11.85,3.73,16.78
5.76,8.52,9.36,55.68
5.81,9.87,1.05,17.88
8.61,11.64,1.63,28.85
4.64,11.67,4.87,37.68
6.17,4.33,7.37,55.51
3.38,6.47,4.02,46.9
9.17,11.12,5.77,57.97
6.11,0.79,0.77,46.25
9.0,11.04,4.89,47.75
7.74,10.37,2.8,44.61
5.24,5.88,5.41,44.36
7.99,6.44,5.5,51.24
6.28,1.05,7.66,52.85
5.39,6.89,5.63,40.94
7.68,1.92,6.34,57.43
8.42,3.54,5.53,61.72
7.82,9.75,9.91,61.5
6.24,6.3,8.02,53.22
4.82,9.15,7.68,44.9
8.67,11.22,6.46,39.0
5.43,2.47,5.52,42.05
7.29,3.48,3.78,64.9
3.81,7.25,7.95,63.3
8.18,11.42,2.3,35.28
9.67,9.46,0.85,35.89
6.15,7.85,7.13,38.29
6.84,8.31,1.88,49.57
9.3,5.48,9.09,74.77
8.57,5.14,7.82,59.3
9.74,11.85,6.22,49.29
4.86,10.35,3.48,36.33
6.29,9.25,6.56,48.61
6.19,8.78,5.03,37.69
6.31,7.02,3.27,31.4
9.39,4.28,9.48,77.5
4.44,5.48,2.04,34.65
9.26,1.18,7.66,69.25
7.0,1.53,8.1,78.5
6.76,4.92,9.54,70.66
5.92,1.83,5.72,50.1
6.78,5.08,5.58,61.9
8.62,2.95,9.24,76.98
6.45,4.53,8.11,59.64
8.43,4.86,7.75,85.12
5.92,9.63,8.0,42.67
4.28,8.38,5.19,35.77
5.9,9.87,0.89,22.23
8.06,4.7,2.38,35.71
8.96,10.0,6.61,64.46
8.4,11.42,4.26,26.96
5.62,3.69,6.26,48.88
7.05,8.77,5.74,50.05
5.52,1.16,4.67,62.59
7.93,6.49,2.73,48.48
6.06,2.3,7.33,63.02
8.35,10.08,9.14,53.84
3.09,5.26,7.81,50.4
5.38,7.45,1.64,31.65
9.15,7.2,5.61,61.87
5.26,1.7,8.44,77.04
5.76,1.65,6.11,44.32
8.54,7.07,4.68,51.65
3.66,4.12,3.2,30.34
5.18,1.78,3.64,32.28
8.42,4.07,2.8,47.23
9.7,2.69,2.36,38.61
8.48,0.96,6.09,63.63
4.21,4.87,5.34,48.22
8.85,8.33,7.48,55.22
6.33,1.8,3.43,40.14
8.48,7.23,4.88,51.75
4.68,2.24,6.96,54.59
5.39,1.29,9.65,72.18
9.31,1.56,3.81,77.45
9.38,2.91,3.33,47.57
5.0,5.85,4.77,59.14
3.58,5.61,7.38,53.78
9.5,5.98,9.63,69.94
5.1,4.82,5.6,51.82
3.84,10.62,8.22,63.72
5.44,10.67,4.91,34.82
4.97,8.07,0.88,18.99
3.56,4.23,9.0,64.02
9.89,2.63,3.25,50.08
5.06,8.52,1.82,23.65
4.91,11.96,9.96,48.08
5.94,9.92,3.8,41.72
5.9,4.27,1.8,33.96
6.04,2.71,3.46,58.61
9.35,9.9,5.38,65.72
3.42,5.13,1.34,26.02
9.59,7.23,3.85,48.06
7.66,0.99,6.85,74.37
7.88,9.77,9.2,73.77
4.1,2.83,4.28,33.5
5.3,9.28,5.86,54.13
3.37,8.09,6.54,53.0
7.57,5.24,1.17,39.64
5.38,6.64,3.75,31.35
6.86,6.68,7.0,65.25
8.27,3.09,7.49,75.16
6.87,1.99,3.88,42.59
3.5,9.82,0.56,5.68
3.43,8.44,0.57,21.64
9.07,7.65,5.61,52.76
4.84,3.7,5.74,46.31
5.54,5.12,5.78,44.99
4.53,2.19,7.36,73.36
7.89,9.18,9.25,73.17
5.7,0.67,9.91,69.41
6.19,0.53,7.16,54.14
7.72,6.49,5.38,57.77
7.36,4.46,1.84,38.39
8.42,2.15,4.15,62.49
8.24,8.82,5.94,48.01
6.08,11.22,10.0,53.88
4.34,3.73,1.71,30.48
4.56,7.43,8.03,48.23
7.95,9.07,9.99,79.27
4.83,7.58,8.15,59.63
6.08,4.9,7.79,65.54
3.76,6.89,2.96,26.69
3.86,8.83,0.53,26.7
4.75,11.35,2.65,15.2
3.59,9.38,8.0,46.08
4.92,4.12,1.52,37.88
6.98,8.23,3.31,28.59
8.21,11.04,5.84,61.19
3.23,6.47,6.01,51.16
7.2,1.6,5.66,66.03
5.54,7.87,9.82,60.6
4.59,7.46,0.62,22.26
3.22,2.05,5.13,50.95
5.28,3.25,5.29,57.38
8.53,8.23,3.29,49.87
6.71,11.7,5.49,37.8
8.43,2.5,6.9,67.76
5.89,7.56,6.89,60.59
8.9,5.95,1.33,32.56
4.05,4.41,8.12,74.27
8.74,11.01,9.34,58.89
6.33,11.28,1.67,27.11
8.22,2.38,4.46,67.72
4.68,8.62,5.36,37.16
6.4,9.4,1.78,19.65
8.13,11.12,5.28,45.6
6.39,1.34,2.47,53.83
6.21,11.22,9.39,67.24
8.67,3.33,4.76,40.62
4.14,10.37,9.95,56.74
6.33,10.02,0.94,30.36
8.76,9.63,1.71,40.75
8.92,3.88,4.71,66.76
3.83,9.24,8.81,61.85
8.95,3.51,5.77,48.87
3.09,4.06,7.46,60.77
8.99,9.9,4.52,39.6
4.85,7.22,0.88,31.81
7.05,3.97,6.65,73.03
3.07,8.55,6.52,41.24
8.12,10.36,1.18,39.64
6.02,6.91,2.12,25.19
8.92,3.01,5.02,67.61
6.89,7.17,4.74,57.32
8.84,7.23,7.65,59.25
7.28,7.76,4.18,51.08
8.22,9.48,6.8,60.49
8.24,11.78,7.19,48.53
4.73,1.76,6.63,67.55
7.04,2.7,6.16,61.39
9.12,9.87,8.15,44.08
9.15,6.58,6.74,61.32
5.69,9.07,8.42,57.38
5.27,5.28,6.55,58.81
7.58,10.15,2.01,30.64
8.45,5.34,3.44,46.71
3.25,11.39,3.64,35.59
3.65,5.0,1.39,23.02
8.45,3.74,7.08,65.44
6.06,1.67,6.15,60.95
7.67,10.26,6.1,60.62
8.74,11.42,5.05,37.27
8.3,10.78,5.66,54.47
8.67,9.24,0.58,39.3
6.6,5.47,1.41,21.22
4.1,4.04,6.99,54.74
6.31,3.77,2.98,40.66
9.74,9.23,1.53,39.18
5.14,4.47,3.62,44.3
5.93,9.53,2.92,38.97
8.36,11.8,0.78,27.63
3.53,2.67,4.4,41.32
8.3,1.81,0.76,52.39
4.92,1.87,0.5,29.93
4.87,1.18,8.03,71.61
7.08,8.45,3.49,32.62
4.79,7.32,5.89,38.27
7.49,6.99,3.33,35.41
9.36,7.19,9.34,78.05
5.83,1.3,7.43,63.45
9.6,3.85,4.01,49.96
9.6,3.56,2.5,41.44
4.45,6.01,1.81,18.42
6.02,10.61,7.74,50.21
9.93,11.68,4.8,45.05
3.9,7.54,2.7,45.02
6.33,3.34,9.24,67.06
6.02,4.88,4.21,45.75
8.67,4.24,5.66,59.59
4.13,2.85,8.65,59.49
4.55,11.75,8.42,50.16
4.23,2.01,6.56,50.75
4.17,7.01,8.94,59.23
4.8,9.68,9.54,63.96
6.7,11.31,9.38,47.51
7.95,2.81,3.82,48.83
5.66,2.71,4.27,60.49
6.12,6.22,2.78,40.17
8.55,4.92,8.45,68.03
6.68,3.37,1.66,44.59
7.13,1.59,3.87,59.61
6.63,4.69,0.59,33.22
8.53,3.74,6.15,64.42
4.28,2.48,6.75,55.55
9.87,4.73,2.87,44.16
9.16,1.44,7.5,79.71
5.8,11.05,4.12,26.19
5.91,7.39,3.46,27.96
8.94,6.01,9.58,83.46
6.12,1.99,6.09,49.79
6.56,9.44,2.9,39.08
8.22,1.37,9.84,79.13
5.72,11.83,4.18,30.35
6.18,10.19,6.65,42.92
3.26,5.92,7.38,57.83
3.93,8.23,4.51,36.97
6.21,1.52,5.59,60.74
3.32,6.12,2.78,23.71
5.15,9.93,4.93,25.55
6.06,1.4,3.45,53.27
3.71,3.0,5.7,55.95
3.46,9.44,6.86,53.4
3.11,5.77,6.33,42.66
6.4,8.15,7.88,48.73
4.03,9.91,0.89,22.75
7.82,2.17,1.25,40.94
6.45,5.89,2.45,36.1
3.13,6.97,9.87,53.74
3.41,7.57,8.1,64.95
9.42,10.25,9.28,71.64
3.87,5.98,3.08,30.44
8.3,4.15,5.95,71.67
4.72,9.73,5.77,32.88
5.25,10.81,5.91,32.91
3.17,4.62,7.32,42.01
6.89,8.85,4.24,41.15
6.27,2.94,6.93,61.31
8.21,1.54,7.99,73.19
9.34,4.83,3.25,50.68
6.83,5.18,9.48,64.94
9.67,1.81,5.42,62.16
4.04,1.68,7.46,73.07
5.41,8.62,7.42,57.54
8.81,8.77,5.87,49.86
6.87,1.33,3.57,37.57
6.83,6.33,6.84,57.97
6.22,6.94,1.33,32.19
3.13,6.23,9.82,63.39
3.56,11.76,2.25,19.59
3.63,5.76,3.12,46.15
4.33,6.77,9.57,55.15
3.66,4.07,2.27,30.6
3.75,3.4,2.12,21.69
7.46,9.92,8.14,53.08
3.83,11.17,2.89,31.98
6.26,4.2,1.4,28.36
3.44,10.25,2.65,22.95
4.89,5.35,8.94,80.13
9.47,6.53,3.16,38.66
3.22,2.55,7.1,46.84
9.14,7.22,4.25,62.93
8.32,11.46,2.99,50.25
9.45,1.08,1.87,56.77
8.51,3.5,9.74,82.29
8.78,8.49,5.45,45.99
3.75,3.59,1.59,27.44
8.85,4.73,2.39,48.68
6.34,3.84,4.37,41.05
5.46,11.63,5.67,40.2
4.08,6.1,2.23,35.41
3.0,2.04,3.14,44.9
7.5,1.91,7.95,85.99
8.08,4.07,4.47,56.78
5.72,5.11,0.51,19.65
4.15,3.82,1.01,21.5
4.01,6.83,4.67,48.51
4.18,10.53,1.07,11.78
3.39,9.56,2.15,26.06
5.52,7.16,7.41,65.59
7.31,8.83,5.06,43.12
6.13,8.12,5.08,43.2
3.88,1.26,6.18,61.52
8.71,7.8,7.99,63.15
5.01,10.53,2.01,18.48
7.22,10.05,2.14,22.91
4.72,5.91,1.65,16.03
7.16,4.25,9.4,63.32
3.91,4.84,5.98,56.59
7.59,7.01,1.38,43.56
7.01,5.21,2.6,33.0
6.64,4.51,7.39,65.22
4.52,1.86,0.78,42.49
6.7,1.72,7.39,70.18
9.28,0.84,9.16,77.56
3.88,11.93,1.04,19.42
7.93,4.67,2.27,46.05
3.8,1.34,0.52,39.06
5.37,7.03,1.54,29.14
7.79,8.26,6.36,46.86
6.92,8.33,0.93,33.61
7.75,11.65,4.55,49.42
9.74,2.95,5.28,66.53
9.79,10.79,9.11,73.03
9.4,10.92,5.01,57.06
6.46,5.76,1.85,33.15
5.39,11.46,3.25,16.79
4.96,2.82,6.89,53.06
7.03,4.4,1.57,42.73
6.18,9.23,2.7,23.1
9.96,11.37,9.96,71.59
6.75,1.4,0.55,31.92
5.3,8.24,1.95,16.42
7.45,11.35,8.52,74.3
3.31,1.68,1.46,26.55
3.78,2.61,0.82,34.98
7.65,8.29,1.65,35.15
3.86,7.77,7.09,44.11
8.29,3.93,9.93,77.48
3.43,11.27,6.11,27.61
7.16,4.95,1.68,41.39
7.75,4.43,2.25,38.1
8.46,10.17,5.61,41.89
9.2,6.96,7.3,67.87
5.19,5.58,6.8,71.38
8.03,6.76,5.96,63.96
3.57,8.74,9.87,49.03
8.81,1.46,2.38,57.24
9.23,4.34,2.14,38.82
8.24,10.4,8.66,59.77
4.97,8.92,3.26,33.06
3.44,1.35,3.66,54.52
5.95,5.79,5.71,48.48
4.89,4.04,4.12,36.15
6.71,9.62,3.23,49.72
5.76,2.15,9.21,75.42
3.95,2.17,1.73,33.86
8.86,9.03,4.34,41.82
9.05,11.85,0.53,33.89
8.69,4.99,8.17,69.1
4.47,10.43,2.1,28.87
6.0,5.08,7.84,66.86
4.2,8.05,1.91,13.45
7.66,6.1,4.46,61.06
8.63,9.05,7.42,66.16
